,sf
240566,C77H130O6
240583,C76H142O6
240696,C47H97N2O6P
240737,C77H132O6
240842,C76H144O6
240917,C28H55NO3
240921,C77H134O6
240931,C16H33NO3
240944,C76H146O6
241038,C37H77N2O6P
241066,C77H150O5
241162,C77H136O6
241310,C25H49NO9
241329,C18H37NO3
241343,C77H152O5
241366,C45H91NO3
241385,C27H53NO9
241390,C77H138O6
241400,C77H144O6
241414,C27H51NO8
241467,C35H71NO3
241481,C25H51NO3
241508,C51H103N2O6P
241522,C24H49NO3
241556,C78H142O5
241558,C79H132O5
241561,C77H140O6
241590,C77H142O6
241722,C78H144O5
241726,C79H134O5
241742,C20H41NO3
241772,C41H83N2O6P
241787,C31H63N2O6P
241802,C38H77N2O6P
241817,C26H53N2O6P
241832,C77H148O6
241847,C41H83NO3
241862,C31H63NO3
241870,C78H146O5
241872,C79H136O5
241996,C79H138O5
242010,C77H146O6
242023,C47H95NO3
242121,C30H61NO3
242127,C79H140O5
242251,C78H152O5
242257,C79H142O5
242276,C77H150O6
242302,C47H95N2O6P
242323,C78H154O5
242352,C78H140O6
242358,C79H144O5
242404,C79H130O6
242407,C79H150O5
242414,C78H142O6
242427,C79H146O5
242434,C79H152O5
242448,C78H150O6
242489,C79H132O6
242490,C78H152O6
242529,C78H144O6
242535,C79H148O5
242578,C79H134O6
242663,C79H136O6
242746,C79H138O6
242768,C37H75N2O6P
242795,C79H154O5
242864,C79H140O6
242956,C79H156O5
242992,C79H142O6
243004,C29H57NO3
243095,C81H136O5
243096,C79H144O6
243109,C53H107N2O6P
243123,C79H148O6
243137,C79H150O6
243151,C79H152O6
243165,C79H146O6
243193,C79H154O6
243208,C81H138O5
243250,C22H43NO3
243288,C81H140O5
243292,C36H73N2O6P
243357,C81H142O5
243427,C81H144O5
243511,C80H156O5
243513,C81H146O5
243552,C80H158O5
243567,C81H148O5
243568,C33H63NO3
243594,C81H134O6
243597,C81H150O5
243621,C35H67NO3
243635,C41H79NO8
243637,C81H136O6
243647,C80H156O6
243650,C81H152O5
243661,C81H156O5
243677,C81H138O6
243695,C81H154O5
243716,C81H140O6
243749,C81H142O6
243752,C80H154O6
243758,C81H158O5
243803,C81H144O6
243821,C40H75NO4
243841,C81H160O5
243869,C81H146O6
243926,C81H148O6
243967,C31H63NO4
243981,C44H89NO4
243995,C24H49NO4
243997,C81H150O6
244039,C81H152O6
244073,C81H154O6
244083,C81H158O6
244113,C81H156O6
244116,C17H33NO3
244168,C83H150O5
244197,C82H162O5
244203,C83H152O5
244215,C83H154O5
244241,C83H156O5
244242,C37H75NO4
244256,C83H158O5
244264,C83H160O5
244273,C83H162O5
244288,C46H93NO4
244297,C83H148O6
244304,C82H160O6
244313,C83H164O5
244334,C83H150O6
244361,C83H152O6
244377,C33H67NO4
244391,C21H43NO4
244402,C83H154O6
244424,C83H156O6
244434,C32H65NO4
244437,C83H158O6
244450,C83H162O6
244456,C83H160O6
244484,C48H97NO4
244509,C84H166O5
244511,C85H156O5
244517,C85H158O5
244529,C85H160O5
244535,C85H162O5
244537,C85H164O5
244540,C85H166O5
244553,C84H164O6
244556,C85H168O5
244571,C85H154O6
244580,C85H156O6
244598,C85H158O6
244604,C32H61NO3
244608,C85H160O6
244611,C85H162O6
244617,C85H164O6
244636,C85H166O6
244652,C87H160O5
244654,C87H172O5
244655,C87H162O5
244659,C87H164O5
244661,C87H170O5
244676,C87H158O6
244679,C87H160O6
244686,C87H162O6
244689,C87H168O6
244698,C87H170O6
244700,C20H34O4
244709,C89H174O5
244711,C89H176O5
244717,C89H172O6
244720,C89H174O6
244726,C91H180O5
244729,C91H178O6
244732,C93H184O5
244733,C93H182O6
244734,C24H40N7O17P3S
244737,C37H62N7O17P3S
244738,C41H70N7O17P3S
244741,C43H72N7O17P3S
244742,C45H74N7O17P3S
244744,C45H70N7O17P3S
244745,C51H94N7O17P3S
244746,C57H94N7O17P3S
244747,C59H102N7O17P3S
244748,C59H100N7O17P3S
244749,C46H93NO3
244751,C42H81NO3
244754,C20H41O4P
244755,C25H46O5
244761,C28H54O2
244762,C34H64O2
244763,C36H70O2
244764,C36H68O2
244765,C38H74O2
244766,C32H62O2
244772,C30H50N7O17P3S
244773,C22H42O3
244774,C22H42O4
244775,C26H50O3
244776,C26H50O4
244783,C12H24O3
244791,C33H54N7O19P3S
244792,C33H56N7O20P3S
244793,C33H54N7O20P3S
244794,C29H46N7O19P3S
244795,C29H48N7O20P3S
244796,C29H46N7O20P3S
244797,C31H50N7O19P3S
244798,C31H52N7O20P3S
244799,C31H50N7O20P3S
244801,C41H74N7O18P3S
244803,C43H78N7O18P3S
244805,C45H82N7O18P3S
244807,C47H86N7O18P3S
244809,C49H90N7O18P3S
244810,C49H88N7O17P3S
244811,C51H94N7O18P3S
244812,C51H92N7O17P3S
244814,C38H62O2
244815,C19H36O5
244819,C22H32O3
244821,C35H58N7O19P3S
244822,C35H60N7O20P3S
244823,C35H58N7O20P3S
244824,C37H62N7O19P3S
244825,C37H64N7O20P3S
244826,C37H62N7O20P3S
244828,C47H84O16P2
244829,C45H80O16P2
244831,C47H85O19P3
244832,C45H86O16P2
244833,C45H87O19P3
244835,C45H84O16P2
244836,C39H66N7O18P3S
244837,C26H42N7O19P3S
244838,C5H8O4
244839,C27H44N7O19P3S
244840,C29H48N7O19P3S
244841,C31H52N7O19P3S
244842,C33H56N7O19P3S
244846,C15H31O6P
244852,C21H37O6P
244854,C32H54N7O17P3S
244855,C22H32O4
244862,C43H64N7O17P3S
244864,C18H34O4
244867,C9H16O3
244869,C5H10O2
244871,C30H59NO3
244872,C24H47NO3
244873,C36H69NO3
244874,C30H61NO4
244875,C21H34O2
244877,C57H108NO9P
244881,C20H30O5
244884,C37H64N7O19P3S
244885,C26H40N7O19P3S
244892,C45H74N7O18P3S
244895,C47H76N7O18P3S
244896,C47H78N7O18P3S
244898,C49H82N7O18P3S
244900,C51H86N7O18P3S
244902,C53H90N7O18P3S
244904,C55H94N7O18P3S
244906,C57H98N7O18P3S
244908,C59H102N7O18P3S
244918,C47H74N7O18P3S
244921,C35H69NO3
244933,C59H98N7O17P3S
244934,C42H80O13P2
244935,C47H72N7O18P3S
244937,C47H72N7O17P3S
244939,C49H76N7O17P3S
244941,C51H80N7O17P3S
244943,C53H84N7O17P3S
244945,C55H88N7O17P3S
244948,C57H92N7O17P3S
244954,C18H34O3
244956,C4H4O4
244957,C19H34O2
244959,C56H104N2O18
244960,C67H121N3O26
244961,C62H114N2O23
244964,C35H58N7O17P3S
244965,C36H60N7O17P3S
244966,C38H64N7O17P3S
244967,C26H44N7O17P3S
244969,C41H80O16P2
244970,C41H81O19P3
244971,C37H62N7O18P3S
244972,C17H32O16P2
244973,C20H32O6
244974,C43H76O2
244975,C45H76O2
244976,C19H38O11P2
244977,C16H35NO2
244981,C26H53NO4
244983,C45H76O3
244984,C39H79N2O6P
244985,C4H8O3
244994,C38H54O19
244995,C44H64O24
244996,C15H28O5
244998,C23H44O5
245002,C48H76N7O18P3S
245006,C53H96N7O18P3S
245007,C19H38O
245009,C11H22O2
245010,C7H14O2
245011,C10H20O
245012,C8H16O
245013,C7H14O
245014,C14H29NO2
245016,C12H24O
245017,C14H28O
245018,C15H29NO4
245019,C19H37NO4
245022,C25H50O2
245023,C36H72O2
245026,C25H47NO4
245027,C9H17NO4
245029,C31H40O2
245030,C31H40O3
245031,C31H46O2
245032,C31H46O3
245038,C22H39NO5
245039,C22H37NO5
245046,C22H30O4
245047,C43H64N7O19P3S
245049,C48H78N7O18P3S
245052,C18H35NO4
245053,C27H42N7O17P3S
245055,C31H50N7O17P3S
245058,C13H25NO4
245059,C10H19NO4
245060,C11H21NO4
245061,C12H23NO4
245064,C11H19NO5
245066,C11H21NO5
245067,C16H31NO4
245068,C11H19NO4
245071,C38H67NO3
245073,C38H69NO3
245074,C38H69NO4
245085,C22H45NO2
245087,C44H81N3O15P2
245095,C43H64N7O18P3S
245098,C15H30O3
245101,C18H35O6P
245105,C23H38O8
245106,C23H38O7
245107,C38H73NO3
245112,C61H108NO9P
245114,C59H112NO9P
245116,C55H104NO9P
245117,C53H100NO9P
245118,C37H73NO3
245120,C49H92NO9P
245121,C12H25NO2
245122,C47H88NO9P
245123,C10H21NO2
245125,C8H17NO2
245127,C6H13NO2
245128,C50H85N3O15P2
245129,C48H81N3O15P2
245130,C52H81N3O15P2
245131,C48H85N3O15P2
245132,C48H87N3O15P2
245133,C52H85N3O15P2
245136,C34H68NO6P
245137,C51H91N2O6P
245138,C51H93N2O6P
245139,C45H85N2O6P
245140,C41H81N2O6P
245142,C49H89N2O6P
245143,C49H91N2O6P
245144,C43H81N2O6P
245145,C43H83N2O6P
245146,C43H85N2O6P
245148,C53H95N2O6P
245149,C53H97N2O6P
245152,C51H95N2O6P
245153,C45H87N2O6P
245154,C55H99N2O6P
245155,C40H81N2O6P
245157,C53H99N2O6P
245158,C47H93N2O6P
245159,C57H103N2O6P
245160,C55H101N2O6P
245161,C55H103N2O6P
245162,C49H97N2O6P
245163,C59H107N2O6P
245164,C57H105N2O6P
245165,C57H107N2O6P
245166,C59H109N2O6P
245167,C59H111N2O6P
245168,C61H113N2O6P
245170,C61H115N2O6P
245171,C45H79N2O6P
245172,C45H81N2O6P
245173,C43H77N2O6P
245174,C43H79N2O6P
245175,C47H83N2O6P
245176,C47H85N2O6P
245177,C41H75N2O6P
245178,C41H77N2O6P
245179,C39H77N2O6P
245182,C45H83N2O6P
245183,C49H87N2O6P
245187,C41H79N2O6P
245189,C47H87N2O6P
245191,C39H75N2O6P
245195,C37H73N2O6P
245196,C25H51N2O6P
245197,C27H55N2O6P
245198,C33H67N2O6P
245199,C35H71N2O6P
245203,C49H99N2O6P
245204,C29H59N2O6P
245205,C42H85N2O6P
245206,C58H99NO13
245207,C58H101NO13
245208,C52H93NO13
245209,C48H89NO13
245210,C43H81NO13
245211,C56H97NO13
245212,C56H99NO13
245213,C50H89NO13
245214,C50H91NO13
245215,C50H93NO13
245217,C60H103NO13
245218,C60H105NO13
245219,C46H91NO3
245220,C45H85NO13
245222,C58H103NO13
245223,C52H95NO13
245224,C52H97NO13
245225,C62H107NO13
245226,C47H89NO13
245228,C60H107NO13
245229,C54H101NO13
245230,C64H111NO13
245231,C62H109NO13
245232,C62H111NO13
245233,C56H105NO13
245234,C66H115NO13
245235,C64H113NO13
245236,C64H115NO13
245237,C66H117NO13
245238,C66H119NO13
245239,C68H121NO13
245240,C68H123NO13
245241,C52H87NO13
245242,C52H89NO13
245243,C50H85NO13
245244,C50H87NO13
245245,C26H51NO3
245246,C54H91NO13
245247,C54H93NO13
245248,C48H83NO13
245249,C48H85NO13
245250,C46H85NO13
245253,C52H91NO13
245254,C56H95NO13
245258,C48H87NO13
245259,C33H65NO3
245261,C54H95NO13
245263,C46H83NO13
245267,C44H81NO13
245268,C32H59NO13
245269,C34H63NO13
245270,C40H75NO13
245271,C52H99NO13
245272,C42H79NO13
245273,C50H95NO13
245274,C51H97NO13
245277,C56H107NO13
245278,C46H87NO13
245279,C36H67NO13
245280,C49H93NO13
245281,C58H111NO13
245282,C48H91NO13
245283,C38H71NO13
245285,C33H61NO13
245286,C54H103NO13
245287,C44H83NO13
245288,C60H115NO13
245290,C52H89NO8
245291,C52H91NO8
245292,C46H83NO8
245293,C42H79NO8
245294,C37H71NO8
245295,C50H87NO8
245296,C50H89NO8
245297,C44H79NO8
245298,C44H81NO8
245299,C44H83NO8
245301,C54H93NO8
245302,C54H95NO8
245303,C39H75NO8
245305,C52H93NO8
245306,C46H85NO8
245307,C46H87NO8
245308,C56H97NO8
245311,C54H97NO8
245312,C48H91NO8
245313,C58H101NO8
245314,C56H99NO8
245315,C56H101NO8
245316,C50H95NO8
245317,C60H105NO8
245318,C58H103NO8
245319,C58H105NO8
245320,C60H107NO8
245321,C60H109NO8
245322,C21H41NO3
245323,C62H111NO8
245324,C62H113NO8
245325,C46H77NO8
245326,C46H79NO8
245327,C44H75NO8
245328,C44H77NO8
245329,C48H81NO8
245330,C48H83NO8
245331,C42H73NO8
245332,C42H75NO8
245333,C40H75NO8
245336,C46H81NO8
245337,C50H85NO8
245341,C42H77NO8
245343,C48H85NO8
245345,C40H73NO8
245349,C38H71NO8
245350,C26H49NO8
245351,C28H53NO8
245352,C34H65NO8
245353,C46H89NO8
245354,C36H69NO8
245356,C44H85NO8
245357,C45H87NO8
245359,C50H97NO8
245360,C40H77NO8
245361,C30H57NO8
245362,C43H83NO8
245363,C52H101NO8
245364,C42H81NO8
245365,C32H61NO8
245368,C38H73NO8
245369,C54H105NO8
245404,C48H95NO3
245451,C46H81NO3
245452,C46H83NO3
245453,C40H75NO3
245456,C44H79NO3
245457,C31H61NO3
245458,C44H81NO3
245459,C38H71NO3
245462,C48H85NO3
245463,C48H87NO3
245466,C46H85NO3
245467,C40H77NO3
245469,C50H89NO3
245472,C48H89NO3
245473,C52H93NO3
245474,C50H91NO3
245475,C50H93NO3
245476,C54H97NO3
245477,C52H95NO3
245478,C52H97NO3
245479,C54H99NO3
245480,C54H101NO3
245481,C56H103NO3
245482,C56H105NO3
245483,C40H69NO3
245484,C40H71NO3
245486,C42H73NO3
245487,C42H75NO3
245488,C36H65NO3
245489,C36H67NO3
245493,C40H73NO3
245494,C44H77NO3
245495,C31H59NO3
245501,C42H77NO3
245503,C34H65NO3
245508,C22H45NO3
245509,C28H57NO3
245514,C21H43NO3
245515,C48H97NO3
245517,C46H81NO4
245518,C46H83NO4
245519,C44H79NO4
245520,C44H81NO4
245521,C38H71NO4
245522,C38H73NO4
245524,C48H85NO4
245525,C48H87NO4
245528,C46H85NO4
245529,C40H77NO4
245531,C50H89NO4
245532,C35H71NO4
245534,C48H89NO4
245536,C52H93NO4
245537,C50H91NO4
245538,C50H93NO4
245539,C44H87NO4
245540,C54H97NO4
245541,C52H95NO4
245542,C52H97NO4
245543,C54H99NO4
245544,C54H101NO4
245545,C56H103NO4
245546,C56H105NO4
245547,C40H69NO4
245548,C40H71NO4
245549,C38H67NO4
245550,C42H73NO4
245551,C42H75NO4
245552,C36H65NO4
245553,C36H67NO4
245557,C40H73NO4
245558,C44H77NO4
245562,C36H69NO4
245564,C42H77NO4
245566,C34H65NO4
245569,C32H63NO4
245570,C20H41NO4
245571,C22H45NO4
245572,C28H57NO4
245574,C38H77NO4
245575,C39H79NO4
245577,C46H79NO3
245587,C48H83NO3
245594,C50H87NO3
245598,C52H91NO3
245601,C44H85NO3
245602,C54H95NO3
245607,C56H101NO3
245609,C40H67NO3
245611,C38H65NO3
245612,C40H78NO6P
245613,C42H71NO3
245615,C36H63NO3
245621,C44H75NO3
245629,C34H63NO3
245632,C46H80NO6P
245633,C46H82NO6P
245634,C40H74NO6P
245636,C31H62NO6P
245637,C44H78NO6P
245638,C44H80NO6P
245639,C38H70NO6P
245640,C38H72NO6P
245641,C38H74NO6P
245643,C48H84NO6P
245644,C48H86NO6P
245647,C46H84NO6P
245648,C40H76NO6P
245649,C19H37NO3
245650,C50H88NO6P
245651,C35H70NO6P
245653,C48H88NO6P
245654,C42H82NO6P
245655,C52H92NO6P
245656,C50H90NO6P
245657,C50H92NO6P
245658,C44H86NO6P
245659,C54H96NO6P
245660,C52H94NO6P
245661,C52H96NO6P
245662,C54H98NO6P
245663,C54H100NO6P
245664,C56H102NO6P
245665,C56H104NO6P
245666,C40H68NO6P
245667,C40H70NO6P
245668,C38H66NO6P
245669,C38H68NO6P
245670,C42H72NO6P
245671,C42H74NO6P
245672,C36H64NO6P
245673,C36H66NO6P
245674,C34H66NO6P
245677,C40H72NO6P
245678,C44H76NO6P
245682,C36H68NO6P
245684,C42H76NO6P
245686,C34H64NO6P
245689,C32H62NO6P
245690,C20H40NO6P
245691,C22H44NO6P
245693,C40H80NO6P
245695,C38H76NO6P
245696,C39H78NO6P
245698,C44H88NO6P
245699,C24H48NO6P
245700,C37H74NO6P
245701,C46H92NO6P
245702,C36H72NO6P
245704,C48H96NO6P
245710,C36H75N2O6P
245712,C49H93N2O6P
245721,C51H97N2O6P
245725,C40H83N2O6P
245727,C53H101N2O6P
245731,C55H105N2O6P
245735,C57H109N2O6P
245737,C59H113N2O6P
245740,C61H117N2O6P
245759,C47H89N2O6P
245766,C25H53N2O6P
245767,C27H57N2O6P
245768,C33H69N2O6P
245769,C45H93N2O6P
245770,C35H73N2O6P
245771,C43H89N2O6P
245772,C44H91N2O6P
245774,C49H101N2O6P
245775,C39H81N2O6P
245776,C29H61N2O6P
245777,C53H109N2O6P
245779,C50H89N2O6P
245780,C50H91N2O6P
245781,C44H83N2O6P
245782,C40H79N2O6P
245784,C48H87N2O6P
245785,C48H89N2O6P
245786,C42H79N2O6P
245787,C42H81N2O6P
245788,C42H83N2O6P
245790,C52H93N2O6P
245791,C52H95N2O6P
245794,C50H93N2O6P
245795,C44H85N2O6P
245796,C44H87N2O6P
245797,C54H97N2O6P
245800,C52H97N2O6P
245801,C46H91N2O6P
245802,C56H101N2O6P
245803,C54H99N2O6P
245804,C54H101N2O6P
245805,C48H95N2O6P
245806,C58H105N2O6P
245807,C56H103N2O6P
245808,C56H105N2O6P
245810,C58H107N2O6P
245811,C58H109N2O6P
245812,C60H111N2O6P
245813,C60H113N2O6P
245814,C44H77N2O6P
245815,C44H79N2O6P
245816,C42H75N2O6P
245817,C42H77N2O6P
245818,C46H81N2O6P
245819,C46H83N2O6P
245820,C40H73N2O6P
245821,C40H75N2O6P
245822,C38H75N2O6P
245826,C44H81N2O6P
245827,C48H85N2O6P
245831,C40H77N2O6P
245833,C46H85N2O6P
245835,C38H73N2O6P
245839,C36H71N2O6P
245840,C24H49N2O6P
245842,C32H65N2O6P
245843,C34H69N2O6P
245845,C28H57N2O6P
245847,C50H101N2O6P
245849,C30H61N2O6P
245852,C46H93N2O6P
245854,C52H105N2O6P
245856,C50H91N2O7P
245857,C50H93N2O7P
245858,C44H85N2O7P
245859,C40H81N2O7P
245860,C35H73N2O7P
245861,C48H89N2O7P
245862,C48H91N2O7P
245863,C42H81N2O7P
245864,C42H83N2O7P
245865,C42H85N2O7P
245867,C52H95N2O7P
245868,C52H97N2O7P
245869,C37H77N2O7P
245871,C50H95N2O7P
245872,C44H87N2O7P
245873,C44H89N2O7P
245874,C54H99N2O7P
245875,C39H81N2O7P
245877,C52H99N2O7P
245878,C46H93N2O7P
245879,C38H75N2O7P
245880,C56H103N2O7P
245881,C54H101N2O7P
245882,C54H103N2O7P
245883,C48H97N2O7P
245884,C58H107N2O7P
245885,C56H105N2O7P
245886,C56H107N2O7P
245887,C58H109N2O7P
245888,C58H111N2O7P
245889,C60H113N2O7P
245890,C60H115N2O7P
245891,C44H79N2O7P
245892,C44H81N2O7P
245893,C42H77N2O7P
245894,C42H79N2O7P
245895,C46H83N2O7P
245896,C46H85N2O7P
245897,C40H75N2O7P
245898,C40H77N2O7P
245899,C38H77N2O7P
245902,C44H83N2O7P
245903,C48H87N2O7P
245907,C40H79N2O7P
245909,C46H87N2O7P
245911,C25H53N2O7P
245915,C36H73N2O7P
245916,C24H51N2O7P
245917,C26H55N2O7P
245918,C32H67N2O7P
245919,C44H91N2O7P
245920,C34H71N2O7P
245921,C42H87N2O7P
245922,C43H89N2O7P
245924,C48H99N2O7P
245925,C38H79N2O7P
245926,C28H59N2O7P
245927,C41H85N2O7P
245928,C50H103N2O7P
245929,C40H83N2O7P
245930,C30H63N2O7P
245932,C46H95N2O7P
245933,C36H75N2O7P
245934,C52H107N2O7P
245936,C51H89NO9
245937,C51H91NO9
245938,C45H83NO9
245939,C41H79NO9
245940,C36H71NO9
245941,C49H87NO9
245942,C49H89NO9
245943,C43H79NO9
245944,C43H81NO9
245945,C43H83NO9
245947,C53H93NO9
245948,C53H95NO9
245949,C38H75NO9
245951,C51H93NO9
245952,C45H85NO9
245953,C45H87NO9
245954,C55H97NO9
245955,C40H79NO9
245957,C53H97NO9
245958,C47H91NO9
245959,C57H101NO9
245960,C55H99NO9
245961,C55H101NO9
245962,C49H95NO9
245963,C59H105NO9
245964,C27H53NO3
245965,C57H103NO9
245966,C57H105NO9
245967,C59H107NO9
245968,C59H109NO9
245969,C61H111NO9
245970,C61H113NO9
245971,C45H77NO9
245972,C45H79NO9
245973,C43H75NO9
245974,C43H77NO9
245975,C47H81NO9
245976,C47H83NO9
245977,C41H73NO9
245978,C41H75NO9
245979,C39H75NO9
245982,C45H81NO9
245983,C49H85NO9
245987,C41H77NO9
245989,C47H85NO9
245991,C39H73NO9
245995,C37H71NO9
245997,C33H65NO9
245998,C45H89NO9
245999,C35H69NO9
246000,C43H85NO9
246001,C44H87NO9
246003,C49H97NO9
246004,C39H77NO9
246005,C29H57NO9
246006,C42H83NO9
246007,C51H101NO9
246008,C41H81NO9
246009,C31H61NO9
246011,C26H51NO9
246012,C47H93NO9
246013,C37H73NO9
246014,C53H105NO9
246016,C51H87NO8
246017,C51H89NO8
246018,C45H81NO8
246019,C41H77NO8
246021,C49H85NO8
246022,C49H87NO8
246023,C43H77NO8
246024,C43H79NO8
246025,C43H81NO8
246027,C53H91NO8
246028,C53H93NO8
246031,C33H63NO8
246032,C51H91NO8
246033,C45H83NO8
246034,C45H85NO8
246035,C55H95NO8
246038,C53H95NO8
246039,C47H89NO8
246040,C57H99NO8
246041,C55H97NO8
246042,C55H99NO8
246043,C49H93NO8
246044,C59H103NO8
246045,C57H101NO8
246046,C57H103NO8
246047,C59H105NO8
246048,C59H107NO8
246049,C61H109NO8
246050,C61H111NO8
246051,C45H75NO8
246052,C45H77NO8
246053,C43H73NO8
246054,C43H75NO8
246055,C47H79NO8
246056,C47H81NO8
246057,C41H71NO8
246058,C41H73NO8
246059,C39H73NO8
246063,C45H79NO8
246064,C49H83NO8
246068,C41H75NO8
246070,C47H83NO8
246072,C39H71NO8
246076,C37H69NO8
246077,C25H47NO8
246078,C35H67NO8
246082,C49H95NO8
246084,C29H55NO8
246086,C51H99NO8
246088,C31H59NO8
246091,C47H91NO8
246093,C53H103NO8
246095,C45H79NO3
246097,C45H81NO3
246098,C39H73NO3
246101,C43H77NO3
246102,C43H79NO3
246103,C37H69NO3
246104,C37H71NO3
246107,C47H83NO3
246108,C47H85NO3
246111,C45H83NO3
246112,C39H75NO3
246114,C49H87NO3
246117,C47H87NO3
246119,C51H91NO3
246120,C49H89NO3
246121,C49H91NO3
246123,C53H95NO3
246124,C51H93NO3
246125,C51H95NO3
246126,C53H97NO3
246127,C53H99NO3
246128,C55H101NO3
246129,C55H103NO3
246130,C39H67NO3
246131,C39H69NO3
246132,C37H65NO3
246133,C37H67NO3
246134,C41H71NO3
246135,C41H73NO3
246136,C35H63NO3
246137,C35H65NO3
246141,C39H71NO3
246142,C43H75NO3
246148,C41H75NO3
246155,C19H39NO3
246156,C45H77NO3
246167,C47H81NO3
246174,C49H85NO3
246177,C41H79NO3
246178,C51H89NO3
246181,C43H83NO3
246182,C53H93NO3
246187,C55H99NO3
246189,C39H65NO3
246191,C37H63NO3
246193,C41H69NO3
246195,C35H61NO3
246201,C43H73NO3
246209,C33H61NO3
246214,C23H45NO3
246216,C45H89NO3
246218,C25H49NO3
246222,C47H93NO3
246224,C45H79NO4
246225,C45H81NO4
246226,C39H73NO4
246227,C35H69NO4
246229,C43H77NO4
246230,C43H79NO4
246231,C37H69NO4
246232,C37H71NO4
246233,C37H73NO4
246235,C47H83NO4
246236,C47H85NO4
246239,C45H83NO4
246240,C39H75NO4
246242,C49H87NO4
246245,C47H87NO4
246247,C51H91NO4
246248,C49H89NO4
246249,C49H91NO4
246252,C53H95NO4
246253,C51H93NO4
246254,C51H95NO4
246255,C53H97NO4
246256,C53H99NO4
246257,C55H101NO4
246258,C55H103NO4
246259,C39H67NO4
246260,C39H69NO4
246261,C37H65NO4
246262,C37H67NO4
246263,C41H71NO4
246264,C41H73NO4
246265,C35H63NO4
246266,C35H65NO4
246267,C33H65NO4
246271,C39H71NO4
246272,C43H75NO4
246276,C35H67NO4
246278,C41H75NO4
246280,C33H63NO4
246284,C31H61NO4
246285,C19H39NO4
246287,C27H55NO4
246289,C29H59NO4
246291,C43H87NO4
246293,C23H47NO4
246295,C45H91NO4
246297,C25H51NO4
246300,C41H83NO4
246302,C47H95NO4
246306,C42H79NO3
246336,C58H107NO3
246337,C58H109NO3
246379,C50H101NO3
246383,C42H79NO4
246407,C46H91NO4
246408,C56H101NO4
246414,C58H107NO4
246415,C58H109NO4
246459,C50H101NO4
246487,C46H89NO3
246488,C56H99NO3
246493,C58H105NO3
246539,C50H99NO3
246577,C42H73N2O6P
246579,C40H71N2O6P
246583,C38H69N2O6P
246584,C38H71N2O6P
246595,C31H65N2O7P
246598,C36H69N2O6P
246602,C34H67N2O6P
246603,C22H45N2O6P
246617,C23H47N2O6P
246622,C52H89NO11S
246623,C52H91NO11S
246624,C46H83NO11S
246625,C42H79NO11S
246626,C37H71NO11S
246627,C50H87NO11S
246628,C50H89NO11S
246629,C44H79NO11S
246630,C44H81NO11S
246631,C44H83NO11S
246634,C54H93NO11S
246635,C54H95NO11S
246636,C39H75NO11S
246638,C52H93NO11S
246639,C46H85NO11S
246640,C46H87NO11S
246641,C56H97NO11S
246642,C41H79NO11S
246644,C54H97NO11S
246645,C48H91NO11S
246646,C58H101NO11S
246647,C56H99NO11S
246648,C56H101NO11S
246649,C50H95NO11S
246650,C60H105NO11S
246651,C58H103NO11S
246652,C58H105NO11S
246653,C60H107NO11S
246654,C60H109NO11S
246655,C62H111NO11S
246656,C62H113NO11S
246657,C46H77NO11S
246658,C46H79NO11S
246659,C44H75NO11S
246660,C44H77NO11S
246661,C48H81NO11S
246662,C48H83NO11S
246663,C42H73NO11S
246664,C42H75NO11S
246665,C40H75NO11S
246668,C46H81NO11S
246669,C50H85NO11S
246673,C42H77NO11S
246675,C48H85NO11S
246677,C40H73NO11S
246681,C38H71NO11S
246682,C26H49NO11S
246683,C28H53NO11S
246684,C34H65NO11S
246685,C36H69NO11S
246686,C44H85NO11S
246687,C45H87NO11S
246689,C50H97NO11S
246691,C40H77NO11S
246692,C30H57NO11S
246693,C43H83NO11S
246694,C52H101NO11S
246695,C42H81NO11S
246696,C32H61NO11S
246698,C27H51NO11S
246699,C38H73NO11S
246700,C54H105NO11S
246702,C58H99NO16S
246703,C58H101NO16S
246704,C52H93NO16S
246705,C48H89NO16S
246706,C43H81NO16S
246707,C56H97NO16S
246708,C56H99NO16S
246709,C50H89NO16S
246710,C50H91NO16S
246711,C50H93NO16S
246713,C60H103NO16S
246714,C60H105NO16S
246715,C45H85NO16S
246717,C58H103NO16S
246718,C52H95NO16S
246719,C43H83N2O7P
246720,C52H97NO16S
246721,C62H107NO16S
246722,C47H89NO16S
246724,C60H107NO16S
246725,C54H101NO16S
246726,C64H111NO16S
246727,C62H109NO16S
246728,C62H111NO16S
246729,C56H105NO16S
246730,C66H115NO16S
246731,C64H113NO16S
246732,C64H115NO16S
246733,C66H117NO16S
246734,C66H119NO16S
246735,C68H121NO16S
246736,C68H123NO16S
246737,C52H87NO16S
246738,C52H89NO16S
246739,C50H85NO16S
246740,C50H87NO16S
246741,C54H91NO16S
246742,C54H93NO16S
246743,C41H81N2O7P
246744,C48H83NO16S
246745,C48H85NO16S
246746,C46H85NO16S
246749,C52H91NO16S
246750,C56H95NO16S
246754,C48H87NO16S
246756,C51H105N2O7P
246757,C54H95NO16S
246759,C46H83NO16S
246763,C44H81NO16S
246764,C32H59NO16S
246765,C34H63NO16S
246766,C40H75NO16S
246767,C52H99NO16S
246768,C42H79NO16S
246769,C50H95NO16S
246770,C51H97NO16S
246773,C56H107NO16S
246774,C46H87NO16S
246775,C36H67NO16S
246776,C49H93NO16S
246777,C58H111NO16S
246778,C48H91NO16S
246779,C38H71NO16S
246781,C33H61NO16S
